1.0,2.0,0.0,DermaKiel - Tagesklinik für Allergie und Hautkrankheiten,DermaKiel - Tagesklinik für Allergie und Hautkrankheiten,Schönberger Straße,72-74,24148.0,Kiel,0431 726065,dermakiel@gmx.de,www.dermakiel.de,3.0,Medizinisches Versorgungszentrum DermaKiel GmbH,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,DIAKO Nordfriesland gGmbH - Fachklinik für Psychiatrie und Psychosomatik,Amb. Behandlung Fachambulanz Kiel,Boninstraße,27a,24114.0,Kiel,04671 408-0,fachklinik.nf@diako.de,www.diako-nf.de,2.0,DIAKO Nordfriesland gGmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,Helios Klinik Kiel,Helios Klinik Kiel,Hamburger Chaussee,77,24113.0,Kiel,0431 7206-300,info@helios-gesundheit.de,www.helios-gesundheit.de/standorte-angebote/kliniken/kiel/,3.0,Helios Klinik Kiel GmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,4.0,,,,,,,,,,,,6.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,Klinik Flechsig GmbH,Klinik Flechsig GmbH,Chemnitzstraße,33,24116.0,Kiel,0431 3397-100,info@klinik-flechsig.de,www.klinik-flechsig.de,3.0,Klinik Flechsig GmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,Kopfcentrum,Kopfcentrum,Am Germaniahafen,4,24143.0,Kiel,0431 666678-10,info@kopfcentrum.de,www.kopfcentrum.de,3.0,Kopfcentrum Management GmbH,4.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,Kosmed-Klinik,Kosmed Klinik,Eckernförder Straße,219,24119.0,Kiel,0431 6674232,info@kosmed-klinik.de,www.kosmed-klinik.de,3.0,Kosmed-Klinik GmbH,4.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,Lubinus-Stiftung,Sankt Elisabeth Krankenhaus Kiel,Königsweg,8,24103.0,Kiel,0431 388-0,info@lubinus-stiftung.de,www.lubinus-stiftung.de,2.0,Lubinus Stiftung,2.0,0.0,2.0,2.0,2.0,2.0,2.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,Lubinus-Stiftung,Lubinus Clinicum,Steenbeker Weg,25,24106.0,Kiel,0431 388-0,info@lubinus-stiftung.de,www.lubinus-stiftung.de,2.0,Lubinus Stiftung,2.0,0.0,2.0,2.0,1.0,2.0,2.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,nordBLICK Augenklinik Bellevue GmbH,nordBLICK Augenklinik Bellevue GmbH,Lindenallee,21-23,24105.0,Kiel,0431 30108-0,info@nordblick.de,www.nordblick.de,3.0,nordBLICK Augenklinik Bellevue GmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,Park-Klinik GmbH Kiel,Hauptstandort,Goethestraße,11,24116.0,Kiel,0431 59090,info@park-klinik.de,www.park-klinik-kiel.de,3.0,Park-Klinik GmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,Psychiatrische Tagesklinik Kieler Fenster,Psychiatrische Tagesklinik Kieler Fenster,Alte Lübecker Chaussee,1,24114.0,Kiel,0431 64980-0,info@kieler-fenster.de,www.kieler-fenster.de,2.0,Verein zur Förderung sozialpädagogischer Initiativen e.V.,4.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,Schmerzklinik Kiel GmbH & Co. KG,Schmerzklinik Kiel GmbH & Co. KG,Heikendorfer Weg,9-27,24149.0,Kiel,0431 200990,hg@schmerzklinik.de,www.schmerzklinik.de,3.0,Schmerzklinik Kiel GmbH & Co. KG,2.0,0.0,2.0,2.0,2.0,2.0,2.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,,,
1.0,2.0,0.0,Städtisches Krankenhaus Kiel GmbH,Hauptstandort,Chemnitzstraße,33,24116.0,Kiel,0431 1697-0,info@krankenhaus-kiel.de,www.krankenhaus-kiel.de,1.0,Städtisches Krankenhaus Kiel GmbH,2.0,2.0,2.0,2.0,2.0,2.0,2.0,606.0,18.0,,98.0,,51.0,,62.0,29.0,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,12.0,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,22.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,2.0,,,,,,,,10.0,,,,,,19.0,,,,,29.0,,
1.0,2.0,0.0,Universitätsklinikum Schleswig-Holstein,Universitätsklinikum Schleswig-Holstein Campus Kiel,Arnold-Heller-Straße,3,24105.0,Kiel,,info@uksh.de,www.uksh.de,1.0,Universitätsklinikum Schleswig-Holstein,1.0,3.0,1.0,1.0,1.0,1.0,1.0,940.0,109.0,,,,,,,,,,,,,,,,,,,,77.0,23.0,,,76.0,,,,,,,,,,,1.0,,24.0,,9.0,,,,,,,6.0,,,22.0,,,3.0,,,59.0,,,,,,,,,,56.0,53.0,18.0,8.0,,,,,39.0,,,,,32.0,,,,,21.0,,,,,31.0,32.0,36.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,28.0,,,56.0,,,29.0,,,,,,,,,,,,,,,1.0,,,,5.0,,,,,,
1.0,2.0,0.0,Zentrum für Integrative Psychiatrie ZIP gGmbH - Campus Kiel,Ostufer - Stationäre Behandlung,Karlstal,34a,24143.0,Kiel,,info.zip@uksh.de,www-zip-kiel.de,1.0,Zentrum für Integrative Psychiatrie ZIP gGmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,0.0,Zentrum für Integrative Psychiatrie ZIP gGmbH - Campus Kiel,Niemannsweg / Klaus-Groth-Platz - Stationäre Behandlung,Niemannsweg,147,24105.0,Kiel,,info.zip@uksh.de,www-zip-kiel.de,1.0,Zentrum für Integrative Psychiatrie ZIP gGmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,41.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,"AMEOS Klinika Neustadt, Lübeck und Eutin",AMEOS Klinikum Lübeck,Kahlhorststraße,33,23562.0,Lübeck,04561 611-0,,www.ameos.eu/neustadt-in-holstein/,3.0,AMEOS Krankenhausgesellschaft Holstein mbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,"AMEOS Klinika Neustadt, Lübeck und Eutin",AMEOS Tagesklinik Lübeck,Krempelsdorfer Allee,65,23556.0,Lübeck,04561 611-0,,www.ameos.eu/neustadt-in-holstein/,3.0,AMEOS Krankenhausgesellschaft Holstein mbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,AMEOS Klinikum Lübeck,AMEOS Klinikum Lübeck,Weidenweg,9,23562.0,Lübeck,04561 611-0,,www.ameos.eu/klinikum-luebeck-klinik-fuer-abhaengigkeitserkrankungen/,3.0,AMEOS Klinika Lübeck GmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,Hanse-Klinik GmbH,Hanse-Klinik GmbH,St.-Jürgen Ring,66,23564.0,Lübeck,0451 502720,info@hanse-klinik.de,www.hanse-klinik.de,3.0,Hanse-Klinik GmbH,4.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,Holstentor Privatklinik GmbH,Holstentor Privatklinik GmbH,Untertrave,,23552.0,Lübeck,,info@dr-valina.de,www.plastische-chirurgie-luebeck.de,3.0,Holstentor Privatklinik GmbH,4.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,Katholisches Marien-Krankenhaus Lübeck gGmbH,Katholisches Marien-Krankenhaus Lübeck gGmbH,Parade,3,23552.0,Lübeck,,info@marien-krankenhaus.de,www.marien-krankenhaus.de,2.0,Katholisches Marien-Krankenhaus Lübeck gemeinnützige GmbH,2.0,0.0,2.0,2.0,1.0,2.0,2.0,25.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,7.0,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,Krankenhaus Rotes Kreuz Lübeck -Geriatriezentrum-,Krankenhaus Rotes Kreuz Lübeck,Marlistraße,10,23566.0,Lübeck,0451 98902-0,kontakt@geriatrie-luebeck.de,www.geriatrie-luebeck.de,3.0,DRK-Therapiezentrum Marli GmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,194.0,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,Sana Kliniken Lübeck GmbH,Sana Praxisklinik Travemünde,Am Dreilingsberg,7,23570.0,Lübeck,0451 585-01,info-luebeck@sana.de,www.sana.de/luebeck,3.0,Sana Kliniken Lübeck GmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,27.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,Sana Kliniken Lübeck GmbH,Sana Klinik Lübeck Süd,Kronsforder Allee,71-73,23560.0,Lübeck,0451 585-01,info-luebeck@sana.de,www.sana.de/luebeck,3.0,Sana Kliniken Lübeck GmbH,2.0,2.0,2.0,2.0,2.0,2.0,2.0,400.0,97.0,,71.0,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,61.0,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,1.0,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,
1.0,3.0,0.0,Tagesklinik für Psychiatrie und Psychotherapie der BRÜCKE,Tagesklinik für Psychiatrie und Psychotherapie der BRÜCKE Lübeck und Ostholstein gGmbH,Spillerstraße,2a-b,23564.0,Lübeck,0451 1400848,info@die-bruecke.de,www.diebruecke-luebeck.de/behandlung-reha/tagesklinik/,2.0,Die Brücke Lübeck und Ostholstein - Gemeinnützige Therapeutische Einrichtungen GmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,Universitätsklinikum Schleswig-Holstein,Universitätsklinikum Schleswig-Holstein Campus Lübeck,Ratzeburger Allee,160,23562.0,Lübeck,,info@uksh.de,www.uksh.de,1.0,Universitätsklinikum Schleswig-Holstein,1.0,3.0,1.0,1.0,1.0,1.0,1.0,954.0,83.0,,,,,,,,,,,,21.0,,,,,,,,99.0,,,,37.0,,,,,,,,,,55.0,14.0,,67.0,,,,,,,,,,,,,,,12.0,,,98.0,,,,,,,,,,57.0,39.0,,36.0,,,,,30.0,,,,,24.0,15.0,,,,23.0,,,,,32.0,37.0,25.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,45.0,,,18.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1.0,3.0,0.0,"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie, -psychotherapie und -psychosomatik",Institutsambulanz Lübeck,Fünfhausen,1,23552.0,Lübeck,0451 400250400,kjp.jule@diakonie-nordnordost.de,www.diakonie-nordnordost.de/angebote/kinder-und-jugendpsychiatrie,2.0,Vorwerker Diakonie gGmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie, -psychotherapie und -psychosomatik",Fachklinik für Kinder- und Jugendpsychiatrie,Triftstraße,139,23554.0,Lübeck,0451 400250400,kjp.jule@diakonie-nordnordost.de,www.diakonie-nordnordost.de/angebote/kinder-und-jugendpsychiatrie,2.0,Vorwerker Diakonie gGmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,0.0,Zentrum für Integrative Psychiatrie ZIP gGmbH - Campus Lübeck,Zentrum für Integrative Psychiatrie ZIP gGmbH - Lübeck,Ratzeburger Allee,160,23554.0,Lübeck,,info.zip@uksh.de,www.zip-luebeck.de,1.0,Zentrum für Integrative Psychiatrie ZIP gGmbH,2.0,0.0,2.0,2.0,2.0,2.0,2.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,4.0,0.0,CCSH MVZ GmbH,CCSH MVZ GmbH,Altonaer Straße,34,24534.0,Neumünster,04321 558668-0,info@cc-sh.de,www.neumuenster-chirurgie.de,3.0,CCSH MVZ GmbH,4.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
